product_name,energy-kcal_100g,sugars_100g,saturated-fat_100g,salt_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fiber_100g,proteins_100g,nutriscore_grade
Impact,3.0,0.5,0.0,0.1,0.0,0.0,0.0,c
Red berry,23.0,4.9,0.0,0.1000000032,0.215,0.0,0.0,d
Old Jamaica Ginger Beer,53.0,13.2,0.1,0.0,0.0,0.0,0.0,e
GINGER BEER,20.0,4.9,0.1,0.07,0.0,0.0,0.1,d
Emerge berry,20.0,4.4,0.1,0.11,0.0,0.0,0.5,d
Ginger Beer Regular,18.0,4.4,0.0,0.02,0.0,0.0,0.0,d
Big Milk (Enriched Whole Milk),260.0,18.8,9.2,0.43,0.0,0.0,13.6,d
Schweppes Tonic Water,21.0,4.9,0.0,0.0,0.0,0.0,0.0,d
Dr Pepper,20.0,4.9,0.01,0.0,0.0,0.0,0.01,d
Schweppes Peppermint Cordial,0.0,2.4,0.0,0.01,0.0,0.0,0.0,c
Schweppes Lemonade 2l,18.0,4.2,0.0,0.04,0.0,0.0,0.0,d
Good energy Organic Guayusa Blood orange & Tangerine,20.0,3.8,0.0,0.0,1.9,0.0,0.0,d
Kombucha Original,9.0,2.0,0.0,0.0,1.5,0.0,0.0,c
Kombucha,10.0,1.9,0.0,0.0,0.0,0.0,0.0,c
Kombucha original,9.0,2.0,0.0,0.0,0.0,0.0,0.0,c
Pommegranate and blueberry kombucha,11.0,0.1,0.0,0.0,0.0,0.1,0.0,c
Kombucha Pomegranate Blueberry,11.0,1.6,0.0,0.0,0.0,0.0,0.0,c
Guinness 0.0%,17.0,0.7,0.0,0.0,0.0,0.0,0.3,c
Guinness draught 0.0,17.0,0.7,0.0,0.0,0.0,0.0,0.3,c
Yeo valley organic free-range fresh milk,48.0,5.0,1.0,0.15,0.0,0.0,3.4,a
Yeo Valley Free-Range Fresh Milk,65.0,4.7,2.4,0.1075,0.0,0.0,3.5,b
0% Rum,2.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Gin&Tonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e
Alcohol free 0.0%,12.0,0.0,0.0,0.1,0.0,0.0,0.0,c
Tanqueray alchol free with tonic,3.0,0.0,0.0,0.1,0.0,0.0,0.0,b
Moo Milk chocolate flavoured,67.0,9.1,1.0,0.1,0.0,0.5,4.2,b
Arctic coffee café latte,55.0,7.5,1.0,0.16,0.0,0.5,2.9,e
ARCTIC COFFEE carmel latte,60.0,1.3,1.2,0.2,0.0,0.0,3.0,e
The Real Milkshake Co. Salted Caramel,64.0,9.0,0.7,0.23,0.0,0.5,3.5,b
Biocol Skimmed Milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Horlicks Traditional,368.0,44.5,1.8,1.3,0.0,3.9,9.3,e
Irn Bru,20.0,4.7,0.0,0.1,0.0,0.0,0.5,d
Cream Soda,10.0,2.2,0.0,0.0,0.0,0.0,0.5,c
Irn-bru,20.0,4.7,0.0,0.01,0.0,0.0,0.5,d
American Cream Soda Can,16.0,3.8,0.0,0.0,0.0,0.0,0.5,d
Punched Tropical Guava Drink,21.0,4.2,0.0,0.09,5.025,0.0,0.4,d
"Barr, Originals, Cream Soda, Raspberry",52.0,11.52,0.0,0.0,0.5,0.0,0.0,e
Sun Exotic Tropical,50.0,11.8,0.0,0.0,23.0,0.0,0.0,e
Rubicon guava,21.700000762939,4.9000000953674,0.0,0.01,0.0,0.0,0.5,d
Sparkling Fruit Punch,19.0,4.6,0.0,0.03,2.3,0.0,0.0,d
Sun Exotic Tropical Fruit,50.0,11.8,0.0,0.0,21.0,0.0,0.0,e
Snapple Lemonade,45.0,10.0,0.0,0.01,14.0,0.0,0.0,e
Orangeade,10.0,2.2,0.0,0.0,0.0,0.0,0.0,c
Barr Ginger Beer,12.0,2.3,0.0,0.02,0.0,0.0,0.5,c
Light & Fruity Mango Juice,20.0,3.0,0.1,0.01,18.0,0.0,0.5,c
Rubicon Mango and Coconut Light and Fruity Juice Drink,11.0,6.4,0.0,0.01,12.0,0.0,0.0,d
IRNBRU XTRA,2.0,0.0,0.0,0.01,0.0,0.0,0.5,b
Irn-Bru Xtra,1.0,0.0,0.0,0.01,0.0,0.0,0.5,b
"Rockstar Juiced Energy + Juice Mango, Orange, Passion Fruit",0.0,15.0,0.0,0.01,10.0,0.0,0.5,e
Irn bru extra,1.0,0.0,0.0,0.1,0.0,0.0,0.5,b
IRN-BRU,18.8,4.55,0.0,0.00833,0.0,0.0,0.0303,d
Rock star orange clémentine,5.0,0.6,0.0,0.06,0.0,0.0,0.0,c
Karibbean kola,16.0,3.9,0.0,0.01,0.0,0.0,0.0,d
Irn Bru,20.0,4.7,0.0,0.01,0.0,0.0,0.5,d
Irn Bru (sugar free),0.7,0.0,0.0,0.01,0.0,0.0,0.5,b
Rockstar Blueberry Pomegranate acai energy drink,57.0,14.0,0.0,0.1,0.0,0.0,0.5,e
Rockstar XD Power,2.0,0.0,0.0,0.6,0.0,0.0,0.5,c
Mango,22.0,4.8,0.1,0.01,19.0,0.0,0.5,d
Irn bru 1901,43.0,11.0,0.0,0.01,0.0,0.0,0.0,e
Sparkling spring water,3.0,0.5,0.0,0.0,0.0,0.0,0.0,c
Raw Energy Raspberry & Blueberry,21.0,4.5,0.19,0.08,14.6875,0.0,0.5,d
IRN-BRU,20.0,4.7,0.0,0.01,0.0,0.0,0.5,d
Spring water,3.0,0.5,0.0,0.0,2.50018310546875,0.0,0.0,c
Spring water,2.5,0.5,0.0,0.02,2.53125,0.0,0.0,c
Cream soda,10.0,2.2,0.0,0.0,0.0,0.0,0.5,c
Rubicon Spring Orange and Mango,3.0,0.5,0.0,0.02,3.001953125,0.0,0.0,c
IRN BRU Wild Berry Slush,0.0,0.0,0.0,0.01,0.0,0.0,0.5,b
Sparkling water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Classic Cola,19.0,4.7,0.1,0.0,0.0,0.1,0.1,d
Lemonade,12.0,2.8,0.0,0.1,2.0,0.0,0.0,c
Diet Lemonade,1.0,0.1,0.1,0.1,0.0,0.1,0.1,c
R.White's Premium Lemonade,11.0,2.4,0.0,0.03,0.0,0.0,0.0,c
R.White's Premium Lemonade,11.0,2.4,0.0,0.03,2.0,0.0,0.0,c
Weetabix on the go Vanilla,82.0,4.9,1.2,0.08,0.0,1.6,3.5,e
Weetabix on the go Chocolate,81.0,4.9,1.1,0.05,0.0,1.8,3.4,b
On The Go Chocolate,81.0,4.9,1.1,0.05,0.0,1.8,3.4,e
Non alcohol,13.0,1.1,0.1,0.1,0.0,0.0,0.1,c
Options,365.0,52.0,4.8,2.6,0.0,0.0,8.9,e
Chocolate flavour milkshake mix,11.0,0.0,0.0,0.07,0.0,0.0,0.0,c
Strawberry milkshake,6.0,0.0,0.0,0.0,22.5,0.0,6.1,b
Tango Orange 2ltr,19.0,4.2,0.0,0.06,0.0,0.0,0.0,d
Dr pepper reg,17.9,4.24,0.0,0.0508,0.0,0.0,0.0,d
Fruit & Barley Pink Grapefruit Squash,15.0,0.8,0.0,0.35,10.0,0.0,0.3,c
Cherry,11.0,2.4,0.0,0.05,4.0,0.0,0.0,c
Fruit Shoot Orange Juice Drink 4 x,5.0,0.8,0.0,0.0,0.0,0.0,0.0,c
Double Concentrate Orange Squash No Added Sugar,1.0,0.0,0.0,0.03,0.0,0.0,0.0,b
"J2O Spritz, Apple and Watermelon flavour",20.0,4.7,0.0,0.0,12.0,0.0,0.0,d
Hydro Blackcurrant Spring Water Drink,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Lemonade,11.0,2.4,0.0,0.03,0.0,0.0,0.0,c
Green ice tea mint&lemon,10.0,2.2,0.0,0.03,0.1,0.0,0.0,c
Fruit Creations: Orange & Mango,2.0,0.0,0.0,0.03,12.0,0.0,0.0,b
Fruit Creations Juicy Peach & Raspberry Squash,3.0,0.0,0.0,0.03,25.0,0.0,0.0,b
Crushed Lime & Mint,17.0,4.1,0.0,0.02,0.2665,0.0,0.0,d
Grapefruit & Pineapple Water,1.0,0.1,0.0,0.0,0.0,0.0,0.0,c
Pomelo et pink pepper tonic water,19.0,4.5,0.0,0.0,0.0,0.0,0.0,d
Strawberry watermelon sugar free,3.0,0.0,0.0,0.09,5.0,0.0,0.0,b
Double strength apple and blackcurrant,2.0,0.0,0.0,0.03,22.1875,0.0,0.0,b
Orange Squash,3.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Purdey’s  Natural Energy,63.0,13.0,0.0,0.0,7.0,0.0,0.0,e
Natural energy refocus,48.0,10.0,0.0,0.0,0.0,0.0,0.0,e
Fruit Creations Blackberry & Blueberry,8.0,0.0,0.0,0.15,0.0,0.0,0.0,c
Aqua Libra blood orange & mango,2.0,1.0,0.0,0.0,16.6666666666667,0.0,0.0,c
Elderflower tonic water,2.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Britvic Spicy ginger ale,38.0,9.1,0.0,0.0,0.0,0.0,0.0,e
Ginger Joe,58.0,14.0,0.0,0.0,0.0,0.0,0.0,e
Still Lemon & Lime Flavoured Sparkling Water,1.0,0.0,0.0,0.0,0.0,0.0,0.2,b
Flavoured Spring Water,3.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023,b
Sparkling Lemon & Lime flavoured spring water,1.0,0.1,0.1,0.1,0.0,0.0,0.3,a
Sparkling Raspberry & Blacberry flavoured spring water,2.0,0.2,0.0,0.7,0.0,0.0,0.2,c
Still Yorkshire Vale Spring Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Still yorkshire vale spring water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Morrisons Diet Lemonade,1.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Ginger Beer,2.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Cream soda,0.4,0.0,0.0,0.0,0.0,0.0,0.0,b
Cloudy lemonade,3.0,0.3,0.0,0.0,4.0,0.0,0.0,c
Morrisons - Limeade,1.0,0.0,0.0,0.0,8.75,0.0,0.0,b
Indian tonic water,2.0,0.0,0.0,0.02,0.0,0.0,0.0,b
Morrison’s Lime Juice Cordial,55.0,9.5,0.0,0.0,0.0,0.0,0.0,e
Sugar free 1899 energy drink,3.0,0.0,0.0,0.12,0.0,0.0,0.0,b
Beefy Drink,173.0,0.5,0.2,14.5,0.0,0.0,33.0,e
Cola,1.0,0.0,0.0,30.0,0.0,0.0,0.0,e
Diet cola,1.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Apple & mango flavored sparkling water,2.0,0.2,0.0,0.0,0.0,0.0,0.0,c
Apple and rasberry water,1.0,0.1,0.1,0.1,0.0,0.1,0.1,c
Chocolate milk,63.0,0.0,0.2,0.2,0.0,0.0,3.5,d
apple and raspberry sparkling water,2.0,0.0,1.0,20.1,0.0,0.0,0.0,e
Apple raspberry and blueberry still flavoured sping water,1.0,0.1,0.1,0.1,0.0,0.1,0.1,c
Spar Classic Cola,19.0,4.5,0.01,0.1,0.0,0.1,0.1,d
White Grape and Elderflower,0.0,9.8,0.0,0.0,40.0,0.0,0.1,e
Rio Tropical,19.3594646271511,4.4,0.0,0.0,11.0,0.0,0.0,d
Light Tropical,5.0,0.9,0.0,0.0,0.0,0.0,0.0,c
Rio light tropical,5.0,0.9,0.0,0.0,10.0,0.0,0.0,c
Vimto,54.0,13.699999809265,0.0,0.0099999997764826,0.0,0.0,0.0,e
Vimto Bev Drinks Fizzy,18.0,4.8,0.0,0.01,1.5,0.0,0.0,d
Fizzy Zero,3.0,0.5,0.0,0.02,3.75,0.0,0.0,c
Vimto Zero,3.0,0.0,0.0,0.0,3.75,0.0,0.0,b
Vimto Cordial 1L,19.0,4.7,0.0,0.03,11.875,0.0,0.0,d
Vimto,2.0,0.3,0.0,0.01,0.0,0.0,0.0,c
vimto,2.0,0.3,0.0,0.02,7.5,0.0,0.0,c
Vimto,21.0,0.3,0.0,0.01,12.5,0.0,0.0,c
Cordial,2.0,0.3,0.0,0.01,12.5,0.0,0.0,c
Still spring water,0.0,0.0,0.0,0.0014224,0.0,0.0,0.0,a
Highland spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Sparkling water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Still Spring Water 1.5L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Pear&Elderflower Sparkling Spring Water,9.0,1.7,0.0,0.0,0.0,0.0,0.0,c
pear and eldeeflower sparkling spring water,10.0,1.7,0.0,0.0,20.625,0.0,0.0,c
Highland spring,10.0,1.7,0.0,0.0,0.0,0.0,0.0,c
Highland Spring Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Highland Spring water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Still Spring Mineral Water,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,a
Highland Spring Sparkling Natural Mineral Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Still spring water drawn from organic land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Highland Spring Still 1L,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,a
Highland Spring Spk500ml,0.0,0.0,0.0,0.1,0.0,0.0,0.0,b
Highland Spring Still Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Highland Spring Spt750ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Lemonade,21.0,4.2,0.0,0.0,0.0,0.0,0.1,d
Nourish,44.0,4.1,0.6,0.08,5.0,0.5,2.5,d
Kefil,54.0,5.3,1.1,0.1,0.0,0.0,3.0,e
Vanilla milkshake,87.0,9.3,2.1,0.1,0.0,0.1,3.1,e
CARTA ORO SUPERIOR GOLD RUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e
Tizer,0.0,3.9,0.0,0.02,1.95,0.0,0.0,d
IRN BRU,19.0,4.5,0.0,0.00909,0.0,0.0,0.0,d
dandelion and burdock,17.0,4.0,0.0,0.01,0.0,0.0,0.0,d
IRN-BRU Sugar Free Bottle,0.7,0.0,0.0,0.01,0.0,0.0,0.5,b
Barrs Irn Bru 2ltr,20.0,4.7,0.0,0.01,0.0,0.0,0.5,d
KA Sparkling Black Grape Can,18.0,4.5,0.0,0.01,2.25,0.0,0.0,d
Sparkling lemonade,8.0,2.0,0.0,0.0,0.0,0.0,0.0,c
Premium Yellow Lemonade,9.0,2.0,0.0,0.01,0.0,0.0,0.1,c
Club Orange,54.0,13.0,0.0,0.02,0.0,0.0,0.0,e
pepsi max,0.4,0.0,0.0,0.0,0.0,0.0,0.0,b
MiWadi Blackcurrant No Added Sugar,3.0,0.0,0.0,0.1,2.0,0.0,0.0,b
MiWadi Orange & Pineapple No Added Sugar - Double Concentrate,2.0,0.0,0.0,0.0001,0.0,0.0,0.0,b
Lemon No Added Sugar,2.0,0.0,0.0,0.08,12.0,0.0,0.0,b
Sports Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Fresh chocolate milk,76.0,10.3,0.8,0.14,0.0,0.0,4.7,e
Fresh banana milk,70.0,10.2,0.6,0.14,0.0,0.0,4.4,e
Mooju,74.0,10.3,0.7,0.14,0.0,0.0,4.7,e
Mooju,69.0,10.3,0.6,0.14,0.0,0.0,4.4,e
"John Crabbie's Soft Drink (cloudy Ginger, Beer, 330 Ml)",45.0,11.1,0.0,0.0,0.0,0.0,0.0,e
Cucumber,34.0,7.9,0.0,0.0,0.0,0.0,0.1,e
Lemon,18.0,4.4,0.0,0.05,0.0,0.0,0.0,d
Lemonade,1.0,0.0,0.0,0.5,0.0,0.0,0.0,c
Cranberry and raspberry flavoured spring water,0.0,0.0,0.0,0.0,0.0,0.0,0.1,b
Artic coffee intenso,55.0,7.1,0.6,0.08,0.0,0.5,2.8,e
Iced Joe Coffee caramel,54.0,7.4,0.7,0.2,0.0,0.5,2.8,e
Cola,20.0,4.85,0.0,0.0,0.0,0.0,0.0,d
Organic Sparkling Cola,31.0,7.8,0.0,0.0,0.0,0.0,1.0,e
Organic Sparkling Cranberry,28.0,6.5,0.0,0.0,5.1,0.0,1.0,d
Organic Sparkling Ginger,32.0,7.6,0.0,0.0,20.0,0.0,1.0,e
Jus De Lychee,44.0,11.0,0.0,0.0,14.0,0.0,0.0,e
Pomegranate Exotic Juice Drink,22.0,4.8,0.1,0.01,36.0,0.0,0.5,d
Pineapple and Coconut,22.0,4.6,0.5,0.12,0.0,0.0,0.5,d
Rubicon Sparkling Mango,19.8,4.5,0.0,0.01,5.0,0.0,0.5,d
Sparkling Lychee Juice Drink Can,20.0,4.7,0.0,0.01,0.0,0.0,0.5,d
Rubicon Sparkling Mango,18.0,4.1,0.0,0.01,5.0,0.0,0.5,d
Sparkling scottish spring water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Layali Eyelash Serum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Still Spring Water,0.0,0.0,0.0,0.014,0.0,0.0,0.0,a
Flacon daviin,68.0,8.5,0.0,0.0,20.0,0.0,0.1,e
The Original Nurishment  Vanilla Flavour,101.0,13.5,1.7,0.25,0.0,0.0,5.0,b
Nurishment,106.0,15.10000038147,1.7000000476837,0.25,0.0,0.0,5.0,e
Whole Earth - Sparkling Apple Drink,32.0,8.0,0.0,0.0,33.0,0.0,1.0,e
organic elderflower,30.0,6.4,0.0,0.0,59.0,0.0,0.0,d
Budweiser alcohol free,34.0,0.5,0.0,0.08,0.0,0.0,0.2,d
Skimmed Guernsey Milk,44.0,4.8,0.1,0.12,0.0,0.0,3.6,a
PLJ Lime Juice Drink,30.0,1.5,0.0,0.4,99.8,0.0,0.3,b
Still nautural mineral water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Natural mineral water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Buxton Still Mineral Water Sportscap (12 x 75 cl),0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Dr Pepper,20.0,4.9,0.0,0.0,0.0,0.0,0.0,d
Multifruit x 8,79.0,13.0,1.0,0.1,2.1,0.0,2.8,e
Iced Coffee Flavour Milk,62.0,8.5,1.0,0.18,0.0,1.0,3.3,e
Dairy Chocolate Flavour Milk,64.0,8.7,1.1,0.1,0.0,0.0,3.1,b
Strawberry flavour milk,61.0,8.8,1.0,0.1,0.4,0.0,2.9,e
Dr Pepper,28.0,6.8,0.0,0.02,0.0,0.0,0.0,d
Iced Coffee,0.0,4.5,0.35,0.09,0.0,0.0,2.0,d
Iced coffee,39.0,4.0,0.0,0.0,0.0,0.0,0.0,d
Chocolate milk,41.0,6.7,0.1,0.15,0.0,0.0,2.8,b
Chocolate milkshake,56.0,8.8,0.5,0.14,0.0,1.0,3.0,e
Sparkling Water White Grape & Blackberry,2.0,0.3,0.0,0.01,2.0,0.0,0.0,c
Wenlock Spring,0.0,0.0,0.0,1.15,0.0,0.0,0.0,a
sparkling lemonade,12.0,2.8,0.1,0.0,0.0,0.0,0.0,c
Still Ashbeck English Natural Mineral Water,0.0,0.0,0.0,0.00225,0.0,0.0,0.0,a
Sparkling Apple and Raspberry Flavoured Spring Water,2.0,0.2,0.0,0.0,0.0,0.0,0.0,c
Canada Dry Ginger Ale Mini Can,20.0,4.8,0.0,0.02,0.0,0.0,0.0,d
Lemonade (150ml),18.0,4.2,0.0,0.04,2.0,0.0,0.0,d
Joules Gift Set,21.0,4.9,0.0,0.0,0.0,0.0,0.0,d
Still strawberry and kiwi,1.0,0.0,0.0,0.1,0.0,0.0,0.0,b
Aqua+ vit,3.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Still Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Celtic spring water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Strawberry&Kiwi flavoured spring water,1.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Pink Grapefruit,2.0,0.0,0.0,0.0,3.0,0.0,0.0,b
Blackcurrant juice drink,8.0,1.0,0.0,0.0,0.0,0.0,0.0,c
Energy Drink,20.0,4.8,0.0,0.1,0.0,0.0,0.5,d
Original Energy Drink,24.0,4.9,0.0,0.07,0.0,0.0,0.5,d
Lemonade,13.0,3.0,0.0,0.0,0.0,0.0,0.0,c
Origenal energy,24.0,4.9,0.0,0.07,0.0,0.0,0.5,d
Berries & Cherries Flavoured Spring Water,1.2,0.0,0.0,0.0,0.0,0.0,0.0,b
Sweet chilli suace,138.0,29.0,0.1,3.8,0.0,0.0,1.0,e
Fermented kombucha,25.0,4.7,0.0,0.0,0.0,0.0,0.0,d
Bottle of Green Cordial (Handpicked Elderflower),356.0,87.5,0.0,0.234,0.0,0.0,0.0,e
Sparkling Pressé Hand-Picked Elderflower,20.0,4.8,0.0,0.04,0.0,0.0,0.0,d
Lime and mint,270.0,66.0,0.0,0.0,25.0,0.0,0.0,e
Ginger beer,27.0,4.5,0.0,0.0,2.25,0.0,0.0,d
Blood Orange Spritz - Sparkling Pressé,33.0,7.7,0.0,0.0,7.5,0.0,0.0,e
Sur mon nuage,0.0,0.0,0.0,0.0,37.25,0.0,0.0,b
Snore & peace,0.0,0.0,0.0,0.0,5.125,0.0,0.0,b
Boisson petillante Belvoir Fleur de Surea,32.0,7.8,0.0,0.0,0.0,0.0,0.0,e
Boisson petillante Ginger Beer,33.0,7.8,0.0,0.0,5.39999999999999,0.0,0.0,e
Belvoir Farm Lime & Soda,22.0,4.9,0.0,0.0,0.0,0.0,0.0,d
Belvoir Lime Cordial,19.0,4.5,0.0,0.0,46.0,0.0,0.0,c
Limonade au jus de citron pressé bio,31.0,7.5,0.0,0.0,5.0,0.0,0.0,e
Festive Edition Spiced Ginger Punch,52.0,12.0,0.0,0.0,25.125,0.0,0.0,e
Farms Cucumber & Mint Pressé,33.0,7.4,0.0,0.0,7.4,0.0,0.0,e
Belvoir 100% Natural Blackcurrant Cordial,21.0,4.9,0.0,0.0,50.0,0.0,0.0,c
Farms Elderflower & Rose Cordial,19.6,4.7,0.0,0.0,4.7,0.0,0.0,d
Belvoir Non-Alcoholic Passionfruit Martini - 1x750ml,31.0,7.2,0.0,0.0,0.0,0.0,0.0,e
Belvoir botanical soda bitter orange,19.0,3.7,0.0,0.0,1.5,0.0,0.0,d
Sticky Toffee Pudding,455.0,75.0,9.0,1.1,0.0,0.0,4.0,e
Pink lemonade,386.0,94.0,0.0,0.0,0.0,0.0,0.0,e
Vanilla Chai (tea mix),313.0,15.0,0.0,0.0,0.0,0.0,2.0,e
Coconut chai tea mix,380.0,75.0,0.0,0.5,0.0,0.0,15.0,e
Milk,49.0,5.0,1.0,0.1,0.0,0.0,3.4,a
Pineapple & passionfruit Smoothie,50.0,11.0,0.0,0.0,0.0,0.5,0.1,e
Raibow machine,39.0,8.6,0.0,0.0,0.0,0.0,0.2,e
Kefir Greek Style Natural,130.0,4.7,6.3,0.19,0.0,0.0,5.5,e
still natural mineral water,0.0,0.0,0.0,0.003,0.0,0.0,0.0,a
Natural mineral water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Original Sarsaparilla,101.0,24.5,0.1,0.01,0.0,0.0,0.1,e
Kefir Coconut,108.0,7.2,3.8,0.13,0.0,0.0,4.9,e
Still spring water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Still mineral water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
GO Isotonic Energy,145.0,1.0,0.0,0.0167,0.0,0.0,0.0,e
Graham's milk,48.0,4.7,1.1,0.1,0.0,0.0,3.5,e
Skyr superberry,88.0,8.8,0.2,0.1,4.62,0.0,10.2,e
"Skyr Passion Fruit, Mango & Papaya",87.0,7.2,0.2,0.1,3.47222222222222,0.0,10.3,e
Graham’s Natural Kefir,58.0,3.6,2.1,0.0975,0.0,0.0,3.4,e
Goodness cherry kefir,63.0,5.5999999046326,1.7000000476837,0.10000000149012,0.0,0.0,3.2000000476837,e
Good ness Kefir,0.0,5.5,1.7,0.1,0.0,0.0,3.2,e
Greek Style Yoghurt With Honey,109.0,7.7,2.9,0.002,0.0,0.0,5.5,b
Radnor Splash lemon & lime,1.0,0.5,0.1,0.01,0.0,0.0,0.5,a
One Still Spring Water,0.0,0.0,0.0,0.00275,0.0,0.0,0.0,a
radnor fizz tropical,22.0,5.2,0.1,0.01,45.0,0.0,0.5,d
Traditional Sparkling Lemonade,31.0,7.8,0.1,0.01,0.0,0.0,0.5,e
heartsease farm sparkling traditional lemonade,31.0,7.8,0.1,0.01,0.0,0.0,0.5,e
Still spring water,0.0,0.0,0.0,0.00263,0.0,0.0,0.0,a
Spring Water Still,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
spring water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Radnor Infusions Unsweetened Blackberry & Pomegranate,0.3,4.5,0.1,4.01,0.0,0.0,4.5,e
RiverRock Still Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Red Kola,16.0,3.7,0.0,0.0,0.0,0.0,0.0,d
IRN-BRU Bottle,19.0,4.5,0.0,0.02,0.0,0.0,0.5,d
Still natural mineral water,0.0,0.0,0.0,0.0179,0.0,0.0,0.0,a
Regal Siprus Lychee Nectar (2LT),38.4,8.0,0.0,0.0006,25.0,0.32,0.0,e
Basil seed drink,24.5,5.0,0.0,0.0,0.0,0.0,0.0,d
Basil seed drink pomegranate,18.33,4.0,0.0,0.0,0.0,0.0,0.0,d
NATIVES LEINÖL,836.0,0.0,9.0,0.0,0.0,0.0,0.0,e
Frootee,7.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Sicilian lemonade,38.0,9.5,0.10000000149012,0.10000000149012,0.0,0.0,0.10000000149012,e
Sicilian Lemonade,32.0,7.9,0.1,0.1,0.0,0.0,0.1,e
Curiosity Cola,46.0,11.3,0.0,0.0,0.0,0.0,1.0,e
Fentimans Cherry Cola,34.0,7.8,0.0,0.01,8.09375,0.0,0.0,e
Oriental Yuzu Tonic,21.0,4.9,0.0,0.025,2.45,0.0,0.0,d
Ginger Beer,39.0,7.8,0.0,0.01,7.30277777777778,0.0,0.0,e
Rose Lemonade,41.0,7.5,0.0,0.01,8.71875,0.0,0.0,e
rose lemonade,18.0,3.9,0.0,0.0,0.0,0.0,0.0,d
Ginger Beer,19.0,3.6,0.0,0.0,5.1625,0.0,0.0,d
Curiosity Cola,19.0,3.9,0.0,0.0,11.1111111111111,0.0,0.0,d
Fentimans Ginger Beer,79.0,3.6,0.0,0.0,3.875,0.0,0.0,e
Fentiman's Raspberry Lemonade,17.0,3.9,0.0,3.0,0.0,0.0,0.0,e
Raspberry Lemonade,17.0,3.9,0.0,0.0,0.0,0.0,0.0,d
Ginger Beer (non alcoholic),22.0,4.4,0.0,0.0,5.15,0.0,0.0,d
Victorian lemonade,29.0,4.4,0.0,0.01,21.5,0.0,0.0,d
Rose Lemonade,41.0,9.5,0.0,0.0,2.68110795454545,0.0,0.1,e
Ginger Beer,22.0,4.6,0.0,0.0,3.571875,0.0,0.0,d
Ginger beer,61.0,15.2,0.1,0.01,0.0,0.0,0.1,e
Kefir,43.0,3.5,0.9,0.1,0.0,0.5,3.2,d
Lassi ayran,30.0,1.1,0.91,0.37,0.0,0.0,2.5,d
Non- Alcoholic Sparkling Red Grape Drink,20.0,5.0,0.0,0.0,0.0,0.0,0.0,b
Root Beer,48.0,12.0,0.0,0.01,0.0,0.0,0.0,e
Instant ginger drink,28.0,6.4,0.0,0.0,0.0,0.0,0.0,d
Pineapple & Ginger Fruit Drink,51.0,13.0,0.0,0.0,0.0,0.5,0.0,e
Still Natural Mineral Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Still Natural Mineral Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
Indian Tonic Water,0.0,6.2,0.0,0.0,0.0,0.0,0.0,d
